mssv,namsinh,gioitinh,namnhaphoc,hieusotuoi,khoahoc,lopsh,hedt,dien_tt,loaitruong,khuvuc,diachi_tinhtp,xeploai_diemtt,avxl,diem_tt,diemchuan_dgnl,dtbhk1,dtbhk2,dtbhk3,dtbhk4,dtbhk5,dtbhk6,dtbhk7,dtbhk8,dtbhk9,dtbhk10,dtbhk11,dtbhk12,xeploai_hk1,xeploai_hk2,xeploai_hk3,xeploai_hk4,xeploai_hk5,xeploai_hk6,xeploai_hk7,xeploai_hk8,xeploai_hk9,xeploai_hk10,xeploai_hk11,xeploai_hk12
DA23E09CXPvAibaEXe/3SQynmW7euvt77am8XmV2,2001.0,0.0,2019.0,0.0,14.0,TMĐT2019,CQUI,6,Chuyên,Khu vực 2, Tỉnh Khánh Hòa,3,PASS_ENG03,902.0,900.0,9.34,8.05,8.84,8.57,8.74,8.6,,,,,,,Xuất sắc,Giỏi,Giỏi,Giỏi,Giỏi,Giỏi,,,,,,
81BED50DXPvAibaEXe/3SQynmW7eujPXqTOowx88,2001.0,1.0,2019.0,0.0,14.0,PMCL2019.1,CLC,6,Chuyên,Khu vực 1, Tỉnh Gia Lai,2,ENG03,924.0,890.0,6.57,7.2,6.88,6.31,8.4,7.8,,,,,,,Trung bình khá,Khá,Trung bình khá,Trung bình khá,Giỏi,Khá,,,,,,
9776479FXPvAibaEXe/VnvhYBb4TNM5Hh0XsKwYo,2001.0,1.0,2019.0,0.0,14.0,MTCL2019.1,CLC,6,THPT,Khu vực 2 NT, Huyện Tân Hiệp,4,ENG03,801.0,750.0,7.75,7.11,6.76,8.05,8.25,7.5,,,,,,,Khá,Khá,Trung bình khá,Giỏi,Giỏi,Khá,,,,,,
0F15AA08XPvAibaEXe/VnvhYBb4TNB/meRH0KUep,2001.0,1.0,2019.0,0.0,14.0,CNCL2019.1,CLC,6,THPT,Khu vực 3, Thành phố Hồ Chí Minh,4,ENG05,767.0,750.0,6.73,6.09,5.97,7.63,7.53,7.81,,,,,,,Trung bình khá,Trung bình khá,Trung bình,Khá,Khá,Khá,,,,,,
0266A632XPvAibaEXe8fDZWQ6Sz6wmY53Xv+7QbI,2001.0,1.0,2019.0,0.0,14.0,MMTT2019,CQUI,6,THPT,Khu vực 3, Quận Bình Tân,3,ENG02,844.0,840.0,6.2,5.6,5.56,6.93,6.66,5.97,,,,,,,Trung bình khá,Trung bình,Trung bình,Trung bình khá,Trung bình khá,Trung bình,,,,,,
803CD5A5XPvAibaEXe/RBAYWwu4rYPCE5IwuQFlQ,2001.0,0.0,2019.0,0.0,14.0,ATCL2019.1,CLC,6,THPT,Khu vực 1, Tỉnh Gia Lai,4,ENG03,806.0,800.0,6.17,6.54,5.8,7.62,7.63,7.03,,,,,,,Trung bình khá,Trung bình khá,Trung bình,Khá,Khá,Khá,,,,,,
4F79E707XPvAibaEXe/RBAYWwu4rYNIkSP61IeIY,2001.0,0.0,2019.0,0.0,14.0,KHDL2019,CQUI,6,THPT,Khu vực 2, Tỉnh Đồng Nai,3,PASS_ENG03,872.0,870.0,7.38,8.18,7.14,8.03,8.2,7.76,,,,,,,Khá,Giỏi,Khá,Giỏi,Giỏi,Khá,,,,,,
A3B5FF12XPvAibaEXe/kVP5zrg5wIWEuXdKpaqc6,2001.0,1.0,2019.0,0.0,14.0,TMCL2019.1,CLC,6,THPT,Khu vực 3, Thành phố Hồ Chí Minh,3,ENGBT,897.0,790.0,6.11,4.54,2.59,6.65,7.24,5.98,,,,,,,Trung bình khá,Yếu,Kém,Trung bình khá,Khá,Trung bình,,,,,,
E918A472XPvAibaEXe/kVP5zrg5wIW5pqxmRzfky,2001.0,1.0,2019.0,0.0,14.0,ATTT2019,CQUI,6,THPT,Khu vực 2, Bình Dương,2,ENG03,930.0,900.0,8.63,9.17,8.09,8.35,8.0,8.14,,,,,,,Giỏi,Xuất sắc,Giỏi,Giỏi,Giỏi,Giỏi,,,,,,
50DAAC7CXPvAibaEXe8xTifDUBtw5Q1Y4b9cemfe,2001.0,1.0,2019.0,0.0,14.0,HTCL2019.1,CLC,6,THPT,Khu vực 3, Thành phố Hồ Chí Minh,4,ENG05,826.0,750.0,8.95,8.07,7.81,2.01,,,,,,,,,Giỏi,Giỏi,Khá,Kém,,,,,,,,
C44B4005XPvAibaEXe8xTifDUBtw5UeKntXC6idP,2001.0,1.0,2019.0,0.0,14.0,PMCL2019.1,CLC,6,Chuyên,Khu vực 3, Tỉnh Thừa Thiên Huế,3,ENG02,903.0,890.0,8.06,8.69,9.12,8.7,8.9,8.53,,,,,,,Giỏi,Giỏi,Xuất sắc,Giỏi,Giỏi,Giỏi,,,,,,
AFE64CD9XPvAibaEXe/86xKtTPDGfMYIUT5PZmch,2001.0,1.0,2019.0,0.0,14.0,KHDL2019,CQUI,6,THPT,Khu vực 2 NT, Tỉnh Ninh Thuận,3,ENG02,870.0,870.0,8.88,8.32,8.61,8.67,8.32,8.7,,,,,,,Giỏi,Giỏi,Giỏi,Giỏi,Giỏi,Giỏi,,,,,,
906E81A4XPvAibaEXe/B5ptYzPZ33leKI4+T4F25,2001.0,1.0,2019.0,0.0,14.0,HTCL2019.1,CLC,6,THPT,Khu vực 3, Thành phố Hồ Chí Minh,3,ENG05,864.0,750.0,7.91,8.03,8.46,8.44,8.41,7.83,,,,,,,Khá,Giỏi,Giỏi,Giỏi,Giỏi,Khá,,,,,,
E9881298XPvAibaEXe/B5ptYzPZ33uxP//3lZ8YC,2001.0,1.0,2019.0,0.0,14.0,KTMT2019,CQUI,6,Chuyên,Khu vực 1, Kon Tum,3,PASS_ENG03,886.0,870.0,7.37,7.38,7.48,8.44,7.75,7.13,,,,,,,Khá,Khá,Khá,Giỏi,Khá,Khá,,,,,,
47D89B8CXPvAibaEXe/4sg9QikPkh9Ccb8QqSPzk,2001.0,1.0,2019.0,0.0,14.0,KHDL2019,CQUI,6,Chuyên,Khu vực 2, Tỉnh Vĩnh Long,1,PASS_ENG03,1059.0,870.0,8.01,6.81,5.62,1.76,,,,,,,,,Giỏi,Trung bình khá,Trung bình,Kém,,,,,,,,
CDCCA80FXPvAibaEXe9T8X64vL5Kd/cfAX5QHF+h,2001.0,1.0,2019.0,0.0,14.0,CNTT2019,CQUI,6,Chuyên,Khu vực 1, Tỉnh Gia Lai,2,PASS_ENG03,958.0,950.0,8.19,7.12,7.75,7.83,7.41,7.65,,,,,,,Giỏi,Khá,Khá,Khá,Khá,Khá,,,,,,
5396C3C0XPvAibaEXe9T8X64vL5Kd7Ra2fetm0mB,2001.0,0.0,2019.0,0.0,14.0,HTCL2019.1,CLC,6,Chuyên,Khu vực 3, Thành phố Hồ Chí Minh,3,ENG02,898.0,750.0,9.03,8.89,8.33,9.06,9.0,9.26,,,,,,,Xuất sắc,Giỏi,Giỏi,Xuất sắc,Xuất sắc,Xuất sắc,,,,,,
B3CCFD33XPvAibaEXe9T8X64vL5Kd285lRVD0t68,2001.0,1.0,2019.0,0.0,14.0,KHTN2019,CNTN,6,Chuyên,Khu vực 2, Tỉnh Bình Dương,1,ENG03,1004.0,980.0,8.32,7.85,8.35,8.86,8.39,8.0,,,,,,,Giỏi,Khá,Giỏi,Giỏi,Giỏi,Giỏi,,,,,,
4901830AXPvAibaEXe9T8X64vL5Kd0OakcuA4KOJ,2001.0,1.0,2019.0,0.0,14.0,PMCL2019.1,CLC,6,THPT,Khu vực 2, Thị xã Kiến Tường,3,ENG02,894.0,890.0,7.68,8.02,6.67,8.3,8.31,7.78,,,,,,,Khá,Giỏi,Trung bình khá,Giỏi,Giỏi,Khá,,,,,,
FD21BFD9XPvAibaEXe+XuNgf2Sify7rSGLWCs41c,2001.0,1.0,2019.0,0.0,14.0,KTMT2019,CQUI,6,THPT,Khu vực 1, Thành phố Pleiku,3,ENG02,875.0,870.0,8.56,8.34,8.27,9.35,8.81,8.07,,,,,,,Giỏi,Giỏi,Giỏi,Xuất sắc,Giỏi,Giỏi,,,,,,
DCA5EED3XPvAibaEXe+k7kwcfMfIzDOjFRxYFAWF,2001.0,1.0,2019.0,0.0,14.0,MTCL2019.1,CLC,6,THPT,Khu vực 2 NT, Huyện Long Điền,2,ENG03,911.0,750.0,7.03,8.07,7.48,9.14,8.4,8.73,,,,,,,Khá,Giỏi,Khá,Xuất sắc,Giỏi,Giỏi,,,,,,
D58C1E49XPvAibaEXe+k7kwcfMfIzPoZ5+HHWOjM,2001.0,1.0,2019.0,0.0,14.0,KHDL2019,CQUI,6,THPT,Khu vực 3, Thành phố Hồ Chí Minh,2,ENG02,921.0,870.0,6.13,4.36,4.8,7.53,6.74,7.41,,,,,,,Trung bình khá,Yếu,Yếu,Khá,Trung bình khá,Khá,,,,,,
79C692B1XPvAibaEXe+k7kwcfMfIzAFXv0ohWWfY,2001.0,1.0,2019.0,0.0,14.0,KHCL2019.2,CLC,6,Chuyên,Khu vực 1, Tỉnh Đắk Lắk,2,ENGBT,913.0,900.0,7.89,7.97,7.51,9.28,9.64,8.7,,,,,,,Khá,Khá,Khá,Xuất sắc,Xuất sắc,Giỏi,,,,,,
C60AAA47XPvAibaEXe+k7kwcfMfIzD1Pr6EnLJFI,2001.0,1.0,2019.0,0.0,14.0,MMTT2019,CQUI,6,THPT,Khu vực 2 NT, An Giang,3,ENG03,890.0,840.0,5.39,3.93,5.08,6.09,7.93,6.46,,,,,,,Trung bình,Kém,Trung bình,Trung bình khá,Khá,Trung bình khá,,,,,,
32FFA662XPvAibaEXe828ep1J4avvMXiA7ddRAtP,2001.0,1.0,2019.0,0.0,14.0,ATCL2019.1,CLC,6,THPT,Khu vực 2 NT, Tiền Giang,4,ENG03,806.0,800.0,6.43,6.39,6.36,7.87,7.55,7.42,,,,,,,Trung bình khá,Trung bình khá,Trung bình khá,Khá,Khá,Khá,,,,,,
8CF214C4XPvAibaEXe828ep1J4avvKknCs7fTdIw,2001.0,1.0,2019.0,0.0,14.0,ATTN2019,KSTN,6,THPT,Khu vực 2, Tỉnh Kiên Giang,2,ENG04,972.0,900.0,8.14,8.36,8.51,8.56,7.97,8.19,,,,,,,Giỏi,Giỏi,Giỏi,Giỏi,Khá,Giỏi,,,,,,
20D398EAXPvAibaEXe+jsqLrdntKXs/UKpcQHPZR,2001.0,1.0,2019.0,0.0,14.0,KTPM2019,CQUI,6,THPT,Khu vực 1, Tỉnh Vĩnh Long,2,ENG02,981.0,960.0,8.85,8.87,9.1,6.81,7.66,5.44,,,,,,,Giỏi,Giỏi,Xuất sắc,Trung bình khá,Khá,Trung bình,,,,,,
E991819BXPvAibaEXe+jRlsyXvmhz9GFYCsCFcJG,2001.0,1.0,2019.0,0.0,14.0,KHTN2019,CNTN,6,THPT,Khu vực 2, Tỉnh Khánh Hòa,2,ENG02,913.0,980.0,9.18,8.72,8.78,8.91,9.22,8.6,,,,,,,Xuất sắc,Giỏi,Giỏi,Giỏi,Xuất sắc,Giỏi,,,,,,
B5453DB8XPvAibaEXe+jRlsyXvmhz3fdu48G7zN3,2001.0,1.0,2019.0,0.0,14.0,ATCL2019.1,CLC,6,THPT,Khu vực 2, Tỉnh Đồng Nai,2,ENG05,981.0,800.0,7.57,8.26,7.28,8.4,8.79,8.07,,,,,,,Khá,Giỏi,Khá,Giỏi,Giỏi,Giỏi,,,,,,
20EC54C4XPvAibaEXe8SRnjkoZQJQjhZ40tOzHWk,2001.0,1.0,2019.0,0.0,14.0,KHDL2019,CQUI,6,THPT,Khu vực 3, Thành phố Hồ Chí Minh,2,ENG03,918.0,870.0,5.94,5.01,6.41,7.09,6.76,7.43,,,,,,,Trung bình,Trung bình,Trung bình khá,Khá,Trung bình khá,Khá,,,,,,
95ACAB74XPvAibaEXe8SRnjkoZQJQgk6twKM8k5U,2001.0,1.0,2019.0,0.0,14.0,CNTT2019,CQUI,6,Chuyên,Khu vực 2, Tỉnh Quảng Nam,2,ENG03,956.0,950.0,8.74,8.61,8.31,8.29,8.84,8.4,,,,,,,Giỏi,Giỏi,Giỏi,Giỏi,Giỏi,Giỏi,,,,,,
0E1B821FXPvAibaEXe8SRnjkoZQJQl3sz3581FoJ,2001.0,1.0,2019.0,0.0,14.0,KTPM2019,CQUI,6,THPT,Khu vực 3, Quận Bình Thạnh,2,PASS_ENG03,962.0,960.0,6.48,8.05,7.49,8.03,8.35,7.57,,,,,,,Trung bình khá,Giỏi,Khá,Giỏi,Giỏi,Khá,,,,,,
C27799D3XPvAibaEXe8SRnjkoZQJQlg8y11Bz880,2001.0,1.0,2019.0,0.0,14.0,CNCL2019.1,CLC,6,THPT,Khu vực 2, Tỉnh Bà Rịa - Vũng Tàu,3,ENG05,900.0,750.0,6.43,6.34,6.25,7.58,8.42,8.04,,,,,,,Trung bình khá,Trung bình khá,Trung bình khá,Khá,Giỏi,Giỏi,,,,,,
AE3A968CXPvAibaEXe+TeG6SYeFDjKERskcOPNlO,2001.0,1.0,2019.0,0.0,14.0,ATTT2019,CQUI,6,THPT,Khu vực 2 NT, Tỉnh Bến Tre,2,PASS_ENG03,912.0,900.0,8.5,8.79,8.14,8.39,8.33,8.43,,,,,,,Giỏi,Giỏi,Giỏi,Giỏi,Giỏi,Giỏi,,,,,,
546766A5XPvAibaEXe+TeG6SYeFDjEei2F6tAugM,2001.0,1.0,2019.0,0.0,14.0,ATTN2019,KSTN,6,THPT,Khu vực 3, Thành phố Hồ Chí Minh,2,ENG05,923.0,900.0,9.23,8.93,8.88,8.9,8.98,8.93,,,,,,,Xuất sắc,Giỏi,Giỏi,Giỏi,Giỏi,Giỏi,,,,,,
4784C672XPvAibaEXe9Tdz4CswjA16eg3cXIH7xa,2001.0,1.0,2019.0,0.0,14.0,KHCL2019.1,CLC,6,THPT,Khu vực 3, Thành phố Hồ Chí Minh,2,ENG05,920.0,900.0,7.54,4.68,8.27,8.9,8.73,7.99,,,,,,,Khá,Yếu,Giỏi,Giỏi,Giỏi,Khá,,,,,,
45A8889BXPvAibaEXe9Tdz4CswjA142MwwlYy7O0,2001.0,0.0,2019.0,0.0,14.0,ATTT2019,CQUI,6,THPT,Khu vực 1, Tỉnh Trà Vinh,2,ENG03,978.0,900.0,6.6,6.95,7.4,2.17,,,,,,,,,Trung bình khá,Trung bình khá,Khá,Kém,,,,,,,,
6E6C2013XPvAibaEXe88ZV91oZ7/phFnfCMcZIXA,2001.0,1.0,2019.0,0.0,14.0,KHDL2019,CQUI,6,THPT,Khu vực 2 NT, Tỉnh Khánh Hòa,1,PASS_ENG03,1017.0,870.0,9.29,9.21,8.46,8.95,8.73,8.92,,,,,,,Xuất sắc,Xuất sắc,Giỏi,Giỏi,Giỏi,Giỏi,,,,,,
B6695081XPvAibaEXe88ZV91oZ7/ppT3fareFkof,2001.0,1.0,2019.0,0.0,14.0,KTMT2019,CQUI,6,THPT,Khu vực 2, Tỉnh Bình Dương,3,ENG02,901.0,870.0,8.58,8.08,7.68,8.41,6.64,7.67,,,,,,,Giỏi,Giỏi,Khá,Giỏi,Trung bình khá,Khá,,,,,,
5F414D7DXPvAibaEXe88ZV91oZ7/pvBrSC5wlGup,2001.0,1.0,2019.0,0.0,14.0,MMCL2019.1,CLC,6,THPT,Khu vực 3, Thành phố Hồ Chí Minh,3,ENG03,852.0,750.0,7.02,6.17,7.17,8.21,8.08,7.93,,,,,,,Khá,Trung bình khá,Khá,Giỏi,Giỏi,Khá,,,,,,
73192E30XPvAibaEXe8JDP83oALuEVkZLmNr6TwZ,2001.0,1.0,2019.0,0.0,14.0,KHCL2019.1,CLC,6,THPT,Khu vực 2, Thành phố Bạc Liêu,2,ENG04,915.0,900.0,6.94,8.32,8.33,8.68,9.07,7.79,,,,,,,Trung bình khá,Giỏi,Giỏi,Giỏi,Xuất sắc,Khá,,,,,,
1AB36F5DXPvAibaEXe8JDP83oALuEauA9GleSaYp,2001.0,1.0,2019.0,0.0,14.0,MTCL2019.1,CLC,6,THPT,Khu vực 2, Tỉnh Bình Định,3,ENG05,882.0,750.0,8.08,8.16,7.66,8.54,8.63,8.34,,,,,,,Giỏi,Giỏi,Khá,Giỏi,Giỏi,Giỏi,,,,,,
933A6450XPvAibaEXe8JDP83oALuETBHivu8sRom,2001.0,1.0,2019.0,0.0,14.0,PMCL2019.1,CLC,6,Chuyên,Khu vực 2, Phường Phú Lợi,2,ENG05,944.0,890.0,7.82,8.2,6.98,6.92,8.39,8.74,,,,,,,Khá,Giỏi,Trung bình khá,Trung bình khá,Giỏi,Giỏi,,,,,,
648A4740XPvAibaEXe8JDP83oALuERC/Tuy0e3rp,2001.0,1.0,2019.0,0.0,14.0,ATCL2019.1,CLC,6,THPT,Khu vực 2, Thị xã Hà Tiên,3,ENG05,869.0,800.0,8.01,7.95,7.13,6.45,8.29,4.4,,,,,,,Giỏi,Khá,Khá,Trung bình khá,Giỏi,Yếu,,,,,,
EC8BF25AXPvAibaEXe8JDP83oALuEU0DrsqV1vPT,2001.0,1.0,2019.0,0.0,14.0,KTPM2019,CQUI,6,THPT,Khu vực 2, Tỉnh Quảng Ngãi,1,PASS_ENG03,1022.0,960.0,7.82,8.1,7.42,6.41,7.82,7.91,,,,,,,Khá,Giỏi,Khá,Trung bình khá,Khá,Khá,,,,,,
6FFB64F3XPvAibaEXe+O8Ynm4+UKCt8Sf6IhFlk9,2001.0,1.0,2019.0,0.0,14.0,ATCL2019.1,CLC,6,THPT,Khu vực 3, Thành phố Phan Rang -Tháp Chàm,4,ENG04,814.0,800.0,8.46,8.85,8.28,8.4,8.66,8.74,,,,,,,Giỏi,Giỏi,Giỏi,Giỏi,Giỏi,Giỏi,,,,,,
B1514F65XPvAibaEXe+/+q/J1of16Ga04T1Iec1N,2001.0,1.0,2019.0,0.0,14.0,HTCL2019.1,CLC,6,Chuyên,Khu vực 3, Thành phố Hồ Chí Minh,4,ENG03,784.0,750.0,6.03,3.49,5.03,3.68,6.54,5.07,,,,,,,Trung bình khá,Kém,Trung bình,Kém,Trung bình khá,Trung bình,,,,,,
4647FAD4XPvAibaEXe+/+q/J1of16Gnbnnths+LI,2001.0,1.0,2019.0,0.0,14.0,KTPM2019,CQUI,6,THPT,Khu vực 2, Thành phố Hồ Chí Minh,1,PASS_ENG03,1005.0,960.0,7.48,9.02,8.18,8.59,8.15,8.94,,,,,,,Khá,Xuất sắc,Giỏi,Giỏi,Giỏi,Giỏi,,,,,,
BFC65127XPvAibaEXe+/+q/J1of16BnaXusfYYaq,2001.0,0.0,2019.0,0.0,14.0,HTTT2019,CQUI,6,THPT,Khu vực 3, Thành phố Hồ Chí Minh,3,ENGBT,864.0,860.0,8.32,9.17,8.34,8.56,8.55,8.53,,,,,,,Giỏi,Xuất sắc,Giỏi,Giỏi,Giỏi,Giỏi,,,,,,
6AF26F27XPvAibaEXe/75frwBkQTnWpTK5rW+sJw,2001.0,1.0,2019.0,0.0,14.0,KTMT2019,CQUI,6,THPT,Khu vực 3, Thành phố Cần Thơ,3,ENG03,899.0,870.0,5.63,1.89,,,,,,,,,,,Trung bình,Kém,,,,,,,,,,
0F92557CXPvAibaEXe9176253k6Mv7DsmZGZMkgF,1999.0,1.0,2019.0,-2.0,14.0,HTTT2019,CQUI,6,THPT,Khu vực 2, Tỉnh Đồng Nai,2,PASS_ENG03,926.0,860.0,9.12,9.16,8.19,8.04,7.53,7.49,,,,,,,Xuất sắc,Xuất sắc,Giỏi,Giỏi,Khá,Khá,,,,,,
59EDC357XPvAibaEXe9iepFIQz9mxUtITtBxsFxw,2001.0,1.0,2019.0,0.0,14.0,MMTT2019,CQUI,6,THPT,Khu vực 3, Thành phố Hồ Chí Minh,3,PASS_ENG03,868.0,840.0,4.53,3.0,1.96,5.38,,,,,,,,,Yếu,Kém,Kém,Trung bình,,,,,,,,
77A43185XPvAibaEXe9iepFIQz9mxaUoUXQd0Z2Y,2001.0,1.0,2019.0,0.0,14.0,MMTT2019,CQUI,6,THPT,Khu vực 2, Tỉnh Nam Định,2,PASS_ENG03,924.0,840.0,7.88,7.85,7.38,8.62,9.18,8.12,,,,,,,Khá,Khá,Khá,Giỏi,Xuất sắc,Giỏi,,,,,,
C6515EB3XPvAibaEXe9iepFIQz9mxS0wBuCtu87F,2001.0,1.0,2019.0,0.0,14.0,ATTT2019,CQUI,6,THPT,Khu vực 2, Tỉnh Bà Rịa - Vũng Tàu,1,PASS_ENG03,992.0,900.0,6.4,5.8,4.39,5.35,3.56,0.13,,,,,,,Trung bình khá,Trung bình,Yếu,Trung bình,Kém,Kém,,,,,,
C4B4869CXPvAibaEXe+Gf10rrPWIypZaFGwPt0Tl,2001.0,1.0,2019.0,0.0,14.0,PMCL2019.1,CLC,6,THPT,Khu vực 3, Thành phố Hồ Chí Minh,2,ENG05,923.0,890.0,8.86,9.42,8.64,7.94,8.86,8.49,,,,,,,Giỏi,Xuất sắc,Giỏi,Khá,Giỏi,Giỏi,,,,,,
1DD8DC93XPvAibaEXe+Gf10rrPWIym+cDmR0Kt38,2001.0,0.0,2019.0,0.0,14.0,KHCL2019.1,CLC,6,THCS&THPT,Khu vực 2, Thành phố Hồ Chí Minh,2,ENG03,941.0,900.0,6.96,7.72,,,,,,,,,,,Trung bình khá,Khá,,,,,,,,,,
C8062C0DXPvAibaEXe+Gf10rrPWIyr4sLBxKXudI,2001.0,0.0,2019.0,0.0,14.0,MMTT2019,CQUI,6,Chuyên,Khu vực 3, Thành phố Hồ Chí Minh,3,ENG03,867.0,840.0,8.04,7.13,6.31,7.77,7.82,8.26,,,,,,,Giỏi,Khá,Trung bình khá,Khá,Khá,Giỏi,,,,,,
03816B23XPvAibaEXe/1Yakz2BGJTcBso5ZBcYrz,2001.0,1.0,2019.0,0.0,14.0,PMCL2019.1,CLC,6,THPT,Khu vực 1, Tỉnh Đồng Nai,2,ENG03,907.0,890.0,8.83,8.79,8.85,8.18,9.11,8.34,,,,,,,Giỏi,Giỏi,Giỏi,Giỏi,Xuất sắc,Giỏi,,,,,,
84B8F7A6XPvAibaEXe+ZjFxIq69W3O+Pz2B9WwrZ,2001.0,1.0,2019.0,0.0,14.0,KTMT2019,CQUI,6,THPT,Khu vực 2, Thành phố Nha Trang,3,PASS_ENG03,878.0,870.0,8.58,8.09,8.8,9.01,8.34,7.64,,,,,,,Giỏi,Giỏi,Giỏi,Xuất sắc,Giỏi,Khá,,,,,,
DAAA4CCBXPvAibaEXe+boSxJoV2lkBv6tVx0spbM,2001.0,1.0,2019.0,0.0,14.0,KHCL2019.1,CLC,0,THPT,Khu vực 3, Thành phố Hồ Chí Minh,3,ENG05,23.1,,8.3,8.66,7.31,8.43,8.76,8.37,,,,,,,Giỏi,Giỏi,Khá,Giỏi,Giỏi,Giỏi,,,,,,
7E3853DCXPvAibaEXe+boSxJoV2lkJhHPBWRkRqK,2001.0,1.0,2019.0,0.0,14.0,CNTT2019,CQUI,0,THPT,Khu vực 3, Thành phố Hồ Chí Minh,2,ENG03,25.45,,9.02,8.26,8.09,8.81,9.14,9.05,,,,,,,Xuất sắc,Giỏi,Giỏi,Giỏi,Xuất sắc,Xuất sắc,,,,,,
BF49E59CXPvAibaEXe8JhJ4J3nSSl1M62Ra/ltX0,2001.0,0.0,2019.0,0.0,14.0,KHMT2019,CQUI,0,THPT,Khu vực 3, Phường Bình An,2,PASS_ENG03,25.95,,9.6,9.22,9.16,8.68,8.77,7.93,,,,,,,Xuất sắc,Xuất sắc,Xuất sắc,Giỏi,Giỏi,Khá,,,,,,
F16F0FEBXPvAibaEXe8JhJ4J3nSSl6eFaumAKm+I,2001.0,1.0,2019.0,0.0,14.0,CNTT2019,CQUI,0,THPT,Khu vực 2 NT, Xã Vĩnh Thạnh Trung,2,PASS_ENG03,24.75,,8.44,5.49,8.79,8.8,8.88,9.15,,,,,,,Giỏi,Trung bình,Giỏi,Giỏi,Giỏi,Xuất sắc,,,,,,
D5C6549AXPvAibaEXe8JhJ4J3nSSl1wykanfFCr6,2001.0,0.0,2019.0,0.0,14.0,KHDL2019,CQUI,0,THPT,Khu vực 3, Thành phố Hồ Chí Minh,2,ENG02,23.8,,4.3,3.44,5.08,6.59,6.98,4.61,,,,,,,Yếu,Kém,Trung bình,Trung bình khá,Trung bình khá,Yếu,,,,,,
95A69681XPvAibaEXe8JhJ4J3nSSlyt6m977k+u4,2001.0,1.0,2019.0,0.0,14.0,KTMT2019,CQUI,0,Chuyên,Khu vực 1, Tỉnh Đắk Lắk,2,ENG02,24.3,,7.59,5.22,6.31,0.31,,,,,,,,,Khá,Trung bình,Trung bình khá,Kém,,,,,,,,
82949D55XPvAibaEXe9Vh8FJ4R+4oUJxUHWW7Vzs,2001.0,0.0,2019.0,0.0,14.0,PMCL2019.1,CLC,0,Chuyên,Khu vực 1, Thành phố Kon Tum,2,ENG05,24.45,,8.93,8.54,8.38,8.49,8.49,8.4,,,,,,,Giỏi,Giỏi,Giỏi,Giỏi,Giỏi,Giỏi,,,,,,
417ED4EBXPvAibaEXe9Vh8FJ4R+4oT/eEsBQo2wy,2001.0,1.0,2019.0,0.0,14.0,KHMT2019,CQUI,0,THPT,Khu vực 3, Thành phố Hồ Chí Minh,2,ENG03,24.8,,8.29,8.11,7.61,7.73,7.09,7.04,,,,,,,Giỏi,Giỏi,Khá,Khá,Khá,Khá,,,,,,
82547EC6XPvAibaEXe8+b4756rik/pr7xGsqP4MF,1999.0,1.0,2019.0,-2.0,14.0,KTMT2019,CQUI,0,THCS&THPT,Khu vực 3, Thành phố Cần Thơ,2,ENG03,23.85,,6.42,6.28,6.3,7.26,7.82,6.38,,,,,,,Trung bình khá,Trung bình khá,Trung bình khá,Khá,Khá,Trung bình khá,,,,,,
E2FF3F25XPvAibaEXe8+b4756rik/nUx75UVX7mY,2001.0,1.0,2019.0,0.0,14.0,KTMT2019,CQUI,0,THPT,Khu vực 3, Tỉnh Nam Định,2,PASS_ENG03,24.15,,8.28,7.83,7.45,8.55,8.34,7.64,,,,,,,Giỏi,Khá,Khá,Giỏi,Giỏi,Khá,,,,,,
58A754C6XPvAibaEXe8REVTdmhazkY647Lo1etoA,2001.0,1.0,2019.0,0.0,14.0,MTCL2019.1,CLC,0,THPT,Khu vực 3, Thành phố Hồ Chí Minh,3,ENG02,22.1,,7.63,6.47,5.24,7.28,8.07,8.02,,,,,,,Khá,Trung bình khá,Trung bình,Khá,Giỏi,Giỏi,,,,,,
AE1C7614XPvAibaEXe8REVTdmhazke93JeH7NHqs,2001.0,1.0,2019.0,0.0,14.0,MMCL2019.1,CLC,0,THPT,Khu vực 3, Thành phố Hồ Chí Minh,3,ENGBT,21.3,,1.65,0.65,2.99,0.27,,,,,,,,,Kém,Kém,Kém,Kém,,,,,,,,
54962B1AXPvAibaEXe8REVTdmhazkfmprj+KaHz3,2001.0,1.0,2019.0,0.0,14.0,KTPM2019,CQUI,0,THPT,Khu vực 3, Thành phố Hồ Chí Minh,2,ENGBT,25.7,,7.89,6.62,7.69,8.53,8.25,8.93,,,,,,,Khá,Trung bình khá,Khá,Giỏi,Giỏi,Giỏi,,,,,,
13C6A6DDXPvAibaEXe+M91Hzrx3qMNwrhWKG+RJt,2001.0,1.0,2019.0,0.0,14.0,KHMT2019,CQUI,0,THPT,Khu vực 2, Tỉnh Đồng Nai,2,ENG03,24.9,,8.41,7.58,7.11,7.14,8.19,8.02,,,,,,,Giỏi,Khá,Khá,Khá,Giỏi,Giỏi,,,,,,
E60244AAXPvAibaEXe+M91Hzrx3qML8AItSkhCI8,2001.0,0.0,2019.0,0.0,14.0,MMTT2019,CQUI,0,THPT,Khu vực 3, Thành phố Hồ Chí Minh,3,PASS_ENG03,23.5,,7.1,6.87,6.91,7.4,8.15,8.04,,,,,,,Khá,Trung bình khá,Trung bình khá,Khá,Giỏi,Giỏi,,,,,,
